,id,category,data
630,630,烦恼-家庭关系,老公打呼噜还跟六个月的孩子睡一起会有什么影响你老公打呼噜小孩睡得着也就没什么影响要是睡不着只有把他们俩分开来睡打呼噜也是一种病可以上医院治疗
657,657,烦恼-恋爱,过年去女友家怎么拜年过两天要去女友家拜年按我的想法就是买你是哪人各地的风俗不一样可能要象你女朋友说的那样不过要给她奶她爸妈就就有的过了他们是你的长辈应该不要给的
686,686,烦恼-恋爱,异地恋真得就那摸难吗我该怎么来处理我这段异地的恋情大家曾经的不代表现在的你的这种感觉我也曾经历过我很了解你现在的心情百般的无助我只想这样给你说一切顺其自然人都会随着时间环境在变化曾经的了解信任不代表现在的一切爱有几分思念就有几分而当你的爱与思念共同出现时心就是觉得越独单越想信念过去越想就会越觉得失洛猜异越能感觉到一个词娈化感情是一种双方共同的主动不是一个人自动就可以的事那样就变化了不是感情不是恋爱而是另一种所以一切要顺其自然我们都是女孩相信自已他也许上目前我们最有感觉的人最爱的人但也只能是过去总会有人来替代于他会比他更让我们心动你和他最后的结局会是分开我不知道你是否相信你可想一下你现在的心里我们是女孩要在意自已的感受不能将就特别是感情遇事不要犹豫不决要果断断开要有主见学会选择现实的距离并不可怕心灵的距离才是最可怕的分了吧相信会有比他更的好的人那样就是你和他在一起将来你也不会开心的
720,720,烦恼-恋爱,我该怎么办又是感情跟他在一起时间不长只有一年同居半年他你还年轻啊既然他是那么不负责的人跟认识不到一个月的人结婚了就说明他自身的缺陷了你应该庆幸没有和他结婚你说你恨她可能你还是在内心忘不了他所以是需要用一段时间去调整自己的心态但是你要记住为了这样的一个男人让自己一直处于迷茫是绝对不值得的放开自己的心找点有意义的事干你会找回自己也会逐渐淡忘他的你一定要相信自己你要相信自己还年轻生命中肯定会出现懂得珍惜你的人的
721,721,烦恼-恋爱,如果你喜欢的女生对你说她有喜欢的人了或是有男朋友了你会怎么做有喜欢的人或者是男友都不可怕关键是你能坚持多久锄头舞的好长城挖的倒如果她当你面说对你拒绝同时也在潜意识试探你的态度你对她的爱有多深因为她毕竟还是对你不太了解其实上面也有朋友说的好她喜欢谁那是她的事问题的关键是你现在喜欢她如果你面对自己喜欢的女孩只是一些简单的困难就让你打消念头你的爱很让人质疑那么她和你在一起也不会太幸福朋友加油吧
726,726,烦恼-两性问题,和女友第一次用什么样的体位好呢如题谢谢初次性交最适当的体位也就是所谓的正常位女性面朝上躺下膝盖立起来两腿张开男性趴在中间两肘支住上身男上女下的体位男性的阴茎不是往下插而是与床铺平行慢慢地往女性的下体插进去此时女性两腿尽量张开阴茎插入阴道后必须挺起腰部来迎合对方
731,731,烦恼-夫妻,在上海拍外景婚纱咋样不错啊来上海拍外景婚纱我感觉是情侣最好的选择了你看看人家炫色时尚摄影拍得片好美呀不愧叫炫色
736,736,烦恼-恋爱,爱情和事业我将如何选择我喜欢的那个女孩并没有对我的事业有什么事业是靠打拼不是靠裙带的见过很多男的为了所谓的事业抛弃真挚的爱情而去投靠一份有利用价值的所谓的爱情结果事业倒是由捷径而成功了可感情世界彻底崩溃有什么意思女孩爱你自然会尽全力支持你的事业爱情和事业并不矛盾除非你现在面临的就是上面假设的选择所以你才彷徨妄言之处请见谅
741,741,烦恼-恋爱,爱过伤过心碎过还要坚持吗我觉得你还是先找回自己的心吧谁没受过伤谁没有心痛过真心去爱了才会知道痛相爱了经过一个过程不只是甜蜜的知道么人活着就是吃苦受累真正的幸福和甜蜜相比之下总是好像少了一些那样才觉得珍贵啊我觉得不要放弃让自己的人生中少一分遗憾不好么不过你的意志要坚定别人说什么也没用只有自己可以战胜自己祝你幸福
745,745,烦恼-交友技巧,汉中的朋友说说哪家美发店好我来说说个人意见我去过的汉中就相当不错这家是当地的权威很多公司的推广活动也找他们做发型设计的比较靠谱哇汉中就在鼎鼎百货二楼后厅很容易找到的速度去吧
770,770,烦恼-夫妻,房产证是男方父母的离婚时这财产怎样分割马上要结婚了他们家要他们家买房子给你们结婚用但是房产证仍是其父亲的名字如果不过户的话说明其父母只是把房子给你们使用这不是你们的夫妻共同财产离婚时你无权分割其实原本是人家的东西何必要分呢
779,779,烦恼-夫妻,离婚时房子怎么分割我想问下我年结婚房子是男方婚前买的并付按照物权法的规定不动产物权的设立变更转让和消灭经依法登记发生效力未经登记不发生效力在这里你们是结婚之后才才签订的合同并且办理的房产证按照法律规定以登记作为生效的条件所以是你们的共同财产因为之前你丈夫是出了钱的所以在分割的时候这部分钱要先还给他剩下的才是你们的共同财产补充写谁的名字没关系第一个问题他升值多少倍都没有关系都是共同财产而且也不影响归还你丈夫的那部分该给他多少就给多少第二个问题除非能够拿出证据证明确实错了并能证明当时的实际金额是多少否则还是要按照合同上的金额来处理
797,797,烦恼-交友技巧,怎么给朋友送礼物让她能高兴不知道她喜欢什么但要是能让她高兴最好是先看看她最喜欢什么然后来个突然袭击给她个惊喜那样会很好的咯呵呵不在乎东西是什么重要的是给她惊喜
861,861,烦恼-恋爱,成都女人喜欢什么样的男人喜欢现实的男人有钱有房养得起女人的男人哈哈
910,910,烦恼-恋爱,听到女朋友的声音就冲动是真的吗如果你一个男人在外地每天给女朋对初涉情场的人来说至少现在你在他心目中还没有可以替代的人和事对于情场高手而言不过是调情的手段
912,912,烦恼-两性问题,求助第一次和女朋友第一次就进去了左右当时很是否会怀孕其几率是多少这些不是一句话可以说清楚的如果性生活是在女性的排卵期内进行其受孕几率在以上至于进入会不会使膜破了这是肯定的虽然已确定她是第一次但不是没有经过第一次处女膜就是完好的其实大多数女子的膜在骑自行车或大弧度的双腿展开运动以及手淫时都可能被弄破所以第一次不见红并不奇怪
914,914,烦恼-两性问题,那位姐姐可以告诉我告诉我不知道为什么我的阴部经常会痒是最好跟你的男友一起看医生去之前检查一下阴部有没有小块有的话就去激光理疗科没有的话你就去妇产科看但一定要你男朋友一起去不要对医生隐瞒但也不要被庸医骗了
924,924,烦恼-恋爱,怎样消除接吻留在脖子的淤青吻痕你女朋友男朋友够狠的用鸡蛋吧就想淤青一样用煮熟的鸡蛋剥壳在吻痕处揉揉直到鸡蛋冷掉为止记得刚煮熟的鸡蛋不要怕烫
940,940,烦恼-恋爱,你一天最多发多少个短信呢主要对象是谁呢不一定啊有时多有时少有时一条也不发
942,942,烦恼-两性问题,谁来救我我男友和我分手我觉得我在性方面有点依赖他就因为这个我第一给他了习惯了他种种吧一分手什么都要不习惯的既然已经分手了只能自己学着慢慢适应总不可能就跟他保持那种关系吧试着放开胸襟去接受别的美好的事物感情慢慢培养那种事情也是可以的没什么大不了的
982,982,烦恼-两性问题,手淫一天一次对人危害大吗手淫问题应该辨正的对待一益处应该说阴茎的生长发育是伴随着阴茎的不断勃起发生的很难想象没有勃起现象的出现而阴茎会发育良好的情况适当的手淫时不但能够增加阴茎的勃起时间而且能够强化勃起的硬度促进阴茎的良好发育应该是理所当然的另外适当的手淫可以缓解性压力宣泄性兴奋客观地说这也不失为一条安全的渠道而且能够缓解性冲动带来的焦虑二害处长期频繁手淫常可造成严重的精神负担由于射精频繁可造成精液质量下降性欲减退有的因射精刺激阈升高以致在正常性生活时不能射精均可能影响生育过度手淫就属于一种心理障碍并且会影响身体健康造成一些泌尿生殖系疾病性神经衰弱等主要表现为中枢神经系统和全身症状如意志消沉记忆力减退注意力不集中理解力下降失眠多梦头昏心悸等泌尿生殖系疾病慢性前列腺炎引起尿频尿末滴白下腹及会阴部不适腰酸无力性欲减退阳痿早泄不射精等
983,983,烦恼-夫妻,婆媳关系导致离婚我的表妹今年岁结婚两年了夫妻感情还算不错这样的日子真的很难过让你表妹和他老公好好谈一次老公要好好爱老婆才行啊怎么能那样呢最好不要离婚一个人带着孩子会很辛苦的看他老公有没有回转的余地
1000,1000,烦恼-恋爱,还有人会爱这样的女人吗在她的初恋就没有了第一次后来分手了几谈恋爱的时候上床是一种生活方式不叫放荡她做了人家的婚外情也不叫放荡放荡是一女与几男的关系而且是一种与爱情没有多少关系的男女关系懂否
