,id,category,data
1363,1363,商业/理财-基金,上投摩根基金转换问题上投摩根网上直销申购费用也要真牛与直接申购股票基金的申购费率是一样的即
1390,1390,商业/理财-基金,基金分红对投资者有什么利弊分红对投资者的有利处可以降低投资风险按照相关规定分红可以免征所得税对于选择现金分红的投资者可以在空头市场上兑现收益回避部分风险有利于降低购买成本分红部分没有赎回费用所以不存在兑现成本对于选择红利再投资的投资者则可免去再投资的申购费用有望提高后期收益基金分红后仓位较低这样基金可在市场调整时逢低吸纳未来潜力个股有利于基金后期业绩的提高投资者的后期收益也有望得到提高分红对投资者的不利处短期收益会受到影响因为基金分红要有已实现的收益基金经理必须抛出手中获利的股票或债券才能分红当在行情看好时分红往往会造成卖掉手中的筹码后而无法追回短期业绩会受到一定影响投资者的短期收益也会有影响会损害投资者的利益基金分红后净值降低购买的人会多基金规模就会扩大可能会影响业绩降低预期收益这会损害基金持有人的利益会增加投资成本基金分红特别是频繁分红会相应增加印花税和佣金这些交易成本实际上是由基金持有人承担因此会增加基金持有人的投资成本
1404,1404,商业/理财-股票,买股票还不如买债券你们说呢二者对于个人所能承担的风险是不同的股票分短期投资与长期投资两种属高风险高回报中的国债属稳中有实它属长期投资而且二者是没有对比性的股票的涨与跌是与该发股单位的经营状况是保持一致不过有时也会受一些来自外部环境因素的影响导致它的指数的改变而国债的真正的含义是以债务的形式出现发行限量的一种能保持其原有形态的坚挺一种稳定的固定资产
1408,1408,商业/理财-股票,请教清泉老师看了老师的博客推荐的几只股票好像都属于短线请老师中线建仓时间未到观望
1431,1431,商业/理财-财务税务,维修费的问题我单位维修电脑软件程序聘请异地的工程师来维修领导说可以报销入账只要在报销单摘要上写报销单位职工出差机票就行了入帐时计入管理费用差旅费科目
1432,1432,商业/理财-创业投资,想在上海找个会议培训场地怎么就这么难呢大家快帮帮我吧会议培训场地预订你是没有找对地方去中国会网上面啊上海场地租赁还得选中国会网那里的信息分的很细化还包括会议中设备租赁礼仪小姐录像摄影车队租赁等等一站式的会务服务总之是省时省力又省心
1441,1441,商业/理财-股票,现在可以介入吗明日下探至附近可适量低吸
1447,1447,商业/理财-股票,调皮姐姐您好请问成本今天进入的后市如何美罗药业强势明显密切追踪继续持股
1450,1450,商业/理财-基金,午间指导今日大盘继续走好但股指呈现高开低好做获利了结准备
1462,1462,商业/理财-股票,昨天不是有很多人看好今天吗说是收了什么十字星什么大师专家感谢你的批评俺以后不瞎说了看来技术是假的现实是可怕的也幸好我不是大师和专家不过俺很早前也说了到先到再看俺以后不瞎扯了再次谢谢你的批评
1464,1464,商业/理财-基金,亲爱可信赖的门虫老师请推荐一下我是新手不知该买哪个基金看您客气了其实最值得大家信赖与尊敬的恰恰是目前的基金经理们我们都只是投资客只是早来了一点多了几分了解与感受至于你所关注的低净值的基金我看了一下只能把较为了解的品种列示一番博时新兴成长泰达荷银市值优选长盛动态精选国投瑞银创新动力这几只中高与偏低的可以做个小组合供参鉴
1479,1479,商业/理财-个人理财,金融年月多到年底买基金有可能亏本吗这个当然是可能的特别是月日期间买的如果股指在年底前回不到点那么一般来说月份买的基金很可能亏本
1481,1481,商业/理财-外汇,日元现在能兑换人民币吗还是再等等目前不是买入美圆的时候在等等把最好现在买入欧洲货币
1486,1486,商业/理财-股票,权证能否参与正股的分红或除权万华公布分配方案股送股认沽权证只能把持有的股票在规定的时间以规定的价格卖出不能参与正股的分红或除权
1497,1497,商业/理财-贸易,广州哪个快递公司可以做全国代收不知道大家在做代收货款的时候有没有专业国际国内快递业务广州香港台湾澳门等国际专线代理等
1507,1507,商业/理财-股票,这种人能去证券公司应聘什么工作证券从业资格证五门都考过了大专一般刚开始可以应聘客户经理后期可以朝内勤后台服务或者朝分析师靠拢
1513,1513,商业/理财-股票,请问基金老师大盘明天走势请问老师明天大盘走势如何我按后市热点仍是超跌反弹大盘预计经过窄幅调整后选择向上首开股份
1528,1528,商业/理财-外汇,我现在有美元是换成澳元好还是把美元留在手里我现在人在澳洲几种方案供参考一用美元在当地炒汇一边上学一边炒汇玩不受影响关键要了解当地银行的点差学习一些炒汇知识二机会适宜时兑换成其它外币澳元是不错的选择注意观察待澳美达以下时全部兑掉不难达到去年曾到过以下再存入银行拿利息等你回国或需用美元时你可在澳美达以上时换回来利润我就不用说了三买成高息产品到当地银行或者中行找一些年息达百分之五以上的外汇产品存起来缺点是急用钱时难取综上所述一二种方法为上策
1532,1532,商业/理财-贸易,的中文意思食品贸易术语原意是蜂胶作为食品贸易术语应当是共盈
1556,1556,商业/理财-股票,怎么操作好震荡向上没有明显的头部迹象形成前持有为主
1574,1574,商业/理财-基金,好在前几天加了基金还是重仓看今天涨成这样高兴呵呵恭喜你
1588,1588,商业/理财-财务税务,记帐凭证问题根据原始凭证做完记帐凭证后其它的记账凭证要怎么做根据原始凭证编制记账凭证根据审核无误的记账凭证登记各种明细账月末作提取结转凭证提取折旧借费用折旧费贷累计折旧提取税金借主营业务税金附加贷应交税金营业税城建税等结转各项收入借主营业务收入其他业务收入营业外收入贷本年利润期间费用的结转借本年利润贷管理费用营业费用财务费用成本支出的结转借本年利润贷主营业务成本其他业务支出营业外支出税金的结转借本年利润贷主营业务税金及附加所得税补充问题谢谢我想再问下累计折旧还有待摊费用的摊销是否是借管理费用和制造费用要怎么计算根据待摊费用摊销的内容借相关费用科目也就是说属于管理部门待摊的费用借管理费用属于生产车间待摊的费用借制造费用折旧也是按照各部门使用固定资产记入相关费用科目如管理部门使用的固定资产折旧费计入管理费用科目生产车间使用的固定资产折旧记入制造费用科目等凭证的结转是将前面的原始凭证里的数据合算后的数结转的吗月末结转是对损益类科目的结转损益结转是按损益类科目本月发生额合计数结转的
